Date,Open,High,Low,Close,Volume,Market Cap,Rounded Low,Spread (Hi-Low),Spread(Close-Open)
12/2/18,4200.73,4301.52,4110.98,4139.88,2807543085,72050487506,4100,190.54,-60.85
12/1/18,4024.46,4309.38,3969.71,4214.67,3769600670,73346194969,4200,339.67,190.21
11/30/18,4289.09,4322.98,3942.82,4017.27,6081828948,69904637061,4000,380.16,-271.82
11/29/18,4269,4413.02,4145.77,4278.85,3486701751,74451016927,4200,267.25,9.85
11/28/18,3822.47,4385.9,3822.47,4257.42,3602991210,74072560088,4200,563.43,434.95
11/27/18,3765.95,3862.96,3661.01,3820.72,3190356824,66468970322,3800,201.95,54.77
11/26/18,4015.07,4107.14,3643.92,3779.13,3092381614,65739289046,3700,463.22,-235.94
11/25/18,3880.78,4120.87,3585.06,4009.97,2321203554,69749265801,4000,535.81,129.19
11/24/18,4347.69,4413.09,3795.16,3880.76,2173736564,67495633205,3800,617.93,-466.93
11/23/18,4360.7,4396.42,4195.68,4347.11,2926664362,75598851166,4300,200.74,-13.59
11/22/18,4611.57,4629.64,4365.64,4365.94,2759416101,75919439809,4300,264,-245.63
11/21/18,4465.54,4675.73,4343.98,4602.17,3406310686,80020171047,4600,331.75,136.63
11/20/18,4863.93,4951.61,4272.11,4451.87,5838061760,77401044320,4400,679.5,-412.06
11/19/18,5620.78,5620.78,4842.91,4871.49,4480410392,84688539692,4800,777.87,-749.29
11/18/18,5559.74,5653.61,5559.74,5623.54,1976556846,97753714643,5600,93.87,63.8
11/17/18,5578.58,5578.58,5519.56,5554.33,2532806038,96542098114,5500,59.02,-24.25
11/16/18,5645.32,5657.02,5498.94,5575.55,4717042290,96900828780,5500,158.08,-69.77
11/15/18,5736.15,5774.82,5358.38,5648.03,8335464562,98151606541,5600,416.44,-88.12
11/14/18,6351.24,6371.55,5544.09,5738.35,5183929714,99712077259,5700,827.46,-612.89
11/13/18,6373.19,6395.27,6342.67,6359.49,3664042153,1.10494E+11,6300,52.6,-13.7
11/12/18,6411.76,6434.21,6360.47,6371.27,3720587601,1.1069E+11,6300,73.74,-40.49
11/11/18,6413.63,6423.25,6350.17,6411.27,2360765659,1.11373E+11,6400,73.08,-2.36
11/10/18,6386.13,6437.28,6385.31,6409.22,2497261375,1.11326E+11,6400,51.97,23.09
11/9/18,6442.6,6456.46,6373.37,6385.62,3734951007,1.10906E+11,6300,83.09,-56.98
11/8/18,6522.27,6536.92,6438.53,6453.72,3559035051,1.12078E+11,6400,98.39,-68.55
11/7/18,6468.5,6552.16,6468.31,6530.14,3758083220,1.13396E+11,6500,83.85,61.64
11/6/18,6433.38,6463.55,6408.16,6461.01,3810294232,1.12096E+11,6400,55.39,27.63
11/5/18,6363.62,6480.59,6363.62,6419.66,3787437046,1.11456E+11,6400,116.97,56.04
