Date,Open,High,Low,Close,Volume,Market Cap,Rounded Low,Spread (Hi-Low),Spread(Close-Open)
11/4/18,6365.47,6388.63,6294.57,6376.13,2524291741,1.10689E+11,6300,94.06,10.66
11/3/18,6387.24,6400.07,6342.37,6361.26,2276494558,1.10421E+11,6300,57.7,-25.98
11/2/18,6378.92,6396.86,6327.38,6388.44,4239503680,1.1088E+11,6300,69.48,9.52
11/1/18,6318.14,6547.14,6311.83,6377.78,3602225447,1.10684E+11,6300,235.31,59.64
10/31/18,6336.99,6349.16,6316.88,6317.61,3665794870,1.09627E+11,6300,32.28,-19.38
10/30/18,6337.04,6364.99,6310.14,6334.27,3570155643,1.09904E+11,6300,54.85,-2.77
10/29/18,6492.35,6503.6,6306.99,6332.63,3866593294,1.09863E+11,6300,196.61,-159.72
10/28/18,6482.66,6502.28,6447.91,6486.39,2142271738,1.12518E+11,6400,54.37,3.73
10/27/18,6480.84,6507.41,6453.53,6480.38,2539737139,1.12403E+11,6400,53.88,-0.46
10/26/18,6468.44,6498.29,6449.61,6474.75,3936464481,1.12294E+11,6400,48.68,6.31
10/25/18,6484.65,6504.65,6447.03,6476.29,4830514325,1.1231E+11,6400,57.62,-8.36
10/24/18,6478.89,6521.99,6468.86,6495.84,4987617840,1.12637E+11,6400,53.13,16.95
10/23/18,6472.36,6506.01,6451.27,6475.74,4520472031,1.1228E+11,6400,54.74,3.38
10/22/18,6486.05,6543.8,6462.98,6487.16,3809554580,1.12465E+11,6400,80.82,1.11
10/21/18,6490.09,6556.38,6476,6482.35,2300247565,1.12369E+11,6400,80.38,-7.74
10/20/18,6460.92,6497.72,6449,6489.19,3120265075,1.12477E+11,6400,48.72,28.27
10/19/18,6478.07,6493.68,6445.31,6465.41,4452530270,1.12053E+11,6400,48.37,-12.66
10/18/18,6542.33,6567.54,6450.04,6476.71,4679599951,1.12237E+11,6400,117.5,-65.62
10/17/18,6590.52,6601.21,6517.45,6544.43,4446638005,1.13399E+11,6500,83.76,-46.09
10/16/18,6601.41,6673.59,6571.37,6596.11,4373731517,1.14284E+11,6500,102.22,-5.3
10/15/18,6292.64,6965.06,6258.68,6596.54,5907321265,1.1428E+11,6500,706.38,303.9
10/14/18,6288.49,6363.21,6280.15,6290.93,2729399781,1.08973E+11,6200,83.06,2.44
10/13/18,6278.08,6308.51,6259.81,6285.99,2686031468,1.08878E+11,6200,48.7,7.91
10/12/18,6239.25,6328.5,6236.47,6274.58,4388868514,1.0867E+11,6200,92.03,35.33
10/11/18,6586.74,6586.74,6243.74,6256.24,5247183922,1.08342E+11,6200,343,-330.5
10/10/18,6640.29,6640.29,6538.96,6585.53,4675374054,1.14031E+11,6500,101.33,-54.76
10/9/18,6653.08,6661.41,6606.94,6642.64,3559088725,1.15008E+11,6600,54.47,-10.44
10/8/18,6600.19,6675.06,6576.04,6652.23,3460203706,1.15163E+11,6600,99.02,52.04
10/7/18,6590.68,6641.49,6557.04,6602.95,2209576383,1.14299E+11,6600,84.45,12.27
10/6/18,6622.45,6628.54,6577.8,6588.31,2748743396,1.14034E+11,6500,50.74,-34.14
10/5/18,6574.15,6623.62,6557.41,6622.48,3511070704,1.14615E+11,6600,66.21,48.33
10/4/18,6497.91,6603.31,6497.91,6576.69,3847994118,1.13811E+11,6500,105.4,78.78
10/3/18,6553.86,6571.46,6454.03,6502.59,3787349114,1.12517E+11,6500,117.43,-51.27
10/2/18,6593.24,6611.84,6537.9,6556.1,4369755902,1.13431E+11,6500,73.94,-37.14
10/1/18,6619.85,6653.3,6549.08,6589.62,3868196006,1.14E+11,6500,104.22,-30.23
9/30/18,6604.71,6643.78,6566.54,6625.56,2864249358,1.14609E+11,6600,77.24,20.85
9/29/18,6643.1,6643.1,6511.65,6601.96,3092432350,1.14187E+11,6600,131.45,-41.14
9/28/18,6678.75,6785.03,6598.32,6644.13,4821502768,1.14904E+11,6600,186.71,-34.62
9/27/18,6495.29,6712.1,6464.95,6676.75,4009015310,1.15455E+11,6600,247.15,181.46
9/26/18,6452.79,6585.91,6397.89,6495,3825650431,1.123E+11,6400,188.02,42.21
9/25/18,6603.64,6603.64,6381.86,6446.47,4337086138,1.1145E+11,6400,221.78,-157.17
9/24/18,6704.77,6713.56,6580.9,6595.41,3103546821,1.14011E+11,6500,132.66,-109.36
9/23/18,6715.32,6766.15,6679.42,6710.63,2327891120,1.1599E+11,6700,86.73,-4.69
9/22/18,6735.05,6814.56,6616.8,6721.98,3136789005,1.16174E+11,6700,197.76,-13.07
9/21/18,6513.87,6794.33,6496.36,6734.95,5202351577,1.16385E+11,6700,297.97,221.08
9/20/18,6398.85,6529.26,6395.95,6519.67,4022342316,1.12653E+11,6500,133.31,120.82
9/19/18,6371.85,6448.46,6208.34,6398.54,3814974554,1.10548E+11,6300,240.12,26.69
9/18/18,6280.91,6384.18,6265.71,6371.3,3745291498,1.10065E+11,6300,118.47,90.39
9/17/18,6514.06,6540.21,6257.52,6281.2,3835487976,1.08497E+11,6200,282.69,-232.86
9/16/18,6536.68,6544.33,6460.1,6517.18,2605954493,1.12562E+11,6500,84.23,-19.5
9/15/18,6509.4,6561.72,6493.55,6543.2,2803603112,1.13E+11,6500,68.17,33.8
9/14/18,6515.41,6596.1,6456.17,6512.71,3729846668,1.12462E+11,6500,139.93,-2.7
9/13/18,6354.24,6535.41,6354.24,6517.31,4835915334,1.12531E+11,6500,181.17,163.07
9/12/18,6317.01,6363.87,6265.09,6351.8,3834971685,1.09662E+11,6300,98.78,34.79
9/11/18,6331.88,6398.92,6260.21,6321.2,4038253813,1.0912E+11,6300,138.71,-10.68
9/10/18,6301.57,6374.98,6292.76,6329.7,3702296599,1.09256E+11,6300,82.22,28.13
9/9/18,6223.38,6446.26,6201.22,6300.86,2682059629,1.08747E+11,6300,245.04,77.48
9/8/18,6460.17,6534.25,6197.52,6225.98,3048283400,1.07442E+11,6200,336.73,-234.19
9/7/18,6528.92,6555.29,6396.87,6467.07,4240383141,1.1159E+11,6400,158.42,-61.85
9/6/18,6755.14,6755.14,6404.72,6529.17,5674711195,1.1265E+11,6500,350.42,-225.97
9/5/18,7361.46,7388.43,6792.83,6792.83,5339951445,1.17186E+11,6700,595.6,-568.63
9/4/18,7263,7388.26,7255.44,7361.66,4939975891,1.26987E+11,7300,132.82,98.66
9/3/18,7279.03,7317.94,7208.15,7260.06,4993351415,1.25223E+11,7200,109.79,-18.97
9/2/18,7189.58,7306.31,7132.16,7272.72,4210173806,1.25428E+11,7200,174.15,83.14
9/1/18,7044.81,7242.29,7038.05,7193.25,4282342836,1.24045E+11,7100,204.24,148.44
8/31/18,6973.97,7057.17,6920.16,7037.58,9228928174,1.21347E+11,7000,137.01,63.61
8/30/18,7043.76,7072.69,6834.69,6978.23,4250994852,1.2031E+11,6900,238,-65.53
8/29/18,7091.71,7113.3,6970.82,7047.16,4562768212,1.21485E+11,7000,142.48,-44.55
8/28/18,6891.08,7109.56,6882.34,7096.28,4715126022,1.22319E+11,7000,227.22,205.2
8/27/18,6710.8,6884.64,6689.71,6884.64,4341753458,1.18658E+11,6800,194.93,173.84
8/26/18,6754.64,6774.75,6620.75,6707.26,2387268575,1.15585E+11,6700,154,-47.38
8/25/18,6719.95,6789.63,6700.96,6763.19,3079792232,1.16534E+11,6700,88.67,43.24
8/24/18,6551.52,6719.96,6498.64,6719.96,3616315147,1.15778E+11,6700,221.32,168.44
8/23/18,6371.34,6546.54,6371.34,6534.88,3559409836,1.12577E+11,6500,175.2,163.54
8/22/18,6486.25,6816.79,6310.11,6376.71,4213578375,1.09841E+11,6300,506.68,-109.54
8/21/18,6301.07,6500.87,6298.24,6488.76,4260145323,1.11758E+11,6400,202.63,187.69
8/20/18,6500.51,6536.92,6297.93,6308.53,3542550339,1.08642E+11,6300,238.99,-191.98
8/19/18,6422.57,6537.98,6361.55,6506.07,2025425099,1.12032E+11,6500,176.43,83.5
8/18/18,6583.43,6617.35,6353.73,6423.76,2484667962,1.10603E+11,6400,263.62,-159.67
8/17/18,6340.91,6582.5,6324.97,6580.63,3771508904,1.13291E+11,6500,257.53,239.72
8/16/18,6294.23,6473.5,6276.41,6334.73,3880903788,1.09045E+11,6300,197.09,40.5
8/15/18,6221.42,6588.49,6221.42,6308.52,4598554836,1.08582E+11,6300,367.07,87.1
8/14/18,6287.66,6287.94,5971.05,6199.71,5292741219,1.06696E+11,6100,316.89,-87.95
8/13/18,6341.36,6537.05,6225.72,6297.57,4299064024,1.0837E+11,6200,311.33,-43.79
8/12/18,6283.65,6409.85,6237.5,6322.69,2298917334,1.0879E+11,6300,172.35,39.04
8/11/18,6185.79,6455.74,6109.03,6295.73,3104925387,1.08314E+11,6200,346.71,109.94
8/10/18,6571.42,6591.26,6124.52,6184.71,4456150601,1.06391E+11,6100,466.74,-386.71
8/9/18,6305.56,6625.73,6249.07,6568.23,4601544381,1.12974E+11,6500,376.66,262.67
8/8/18,6746.85,6746.85,6226.22,6305.8,5388353976,1.08448E+11,6300,520.63,-441.05
8/7/18,6958.32,7146.56,6748.24,6753.12,4547865328,1.16128E+11,6700,398.32,-205.2
8/6/18,7062.94,7166.55,6890.54,6951.8,4256522100,1.19532E+11,6900,276.01,-111.14
8/5/18,7031.08,7102.77,6940.7,7068.48,3443177450,1.21526E+11,7000,162.07,37.4
8/4/18,7438.67,7497.49,6984.07,7032.85,3593955402,1.209E+11,7000,513.42,-405.82
8/3/18,7562.14,7562.14,7328.65,7434.39,4551433196,1.27786E+11,7400,233.49,-127.75
8/2/18,7634.19,7712.77,7523.44,7567.15,4575247295,1.30052E+11,7500,189.33,-67.04
8/1/18,7769.04,7769.04,7504.95,7624.91,4566928612,1.3103E+11,7600,264.09,-144.13
7/31/18,8181.2,8181.53,7696.93,7780.44,5095902412,1.33688E+11,7700,484.6,-400.76
7/30/18,8221.58,8235.5,7917.5,8180.48,4869650400,1.40547E+11,8100,318,-41.1
7/29/18,8205.82,8272.26,8141.18,8218.46,3570968620,1.41186E+11,8200,131.08,12.64
7/28/18,8169.06,8222.85,8110.77,8192.15,3433507048,1.40717E+11,8100,112.08,23.09
7/27/18,7950.4,8262.66,7839.76,8165.01,4546416627,1.40236E+11,8100,422.9,214.61
7/26/18,8176.85,8290.33,7878.71,7951.58,4639718656,1.36553E+11,7900,411.62,-225.27
7/25/18,8379.66,8416.87,8086.36,8181.39,5485943591,1.40483E+11,8100,330.51,-198.27
7/24/18,7716.51,8424.27,7705.5,8424.27,5790915702,1.44635E+11,8400,718.77,707.76
7/23/18,7414.71,7771.5,7409.1,7711.11,4781389673,1.32375E+11,7700,362.4,296.4
7/22/18,7417.8,7537.95,7383.82,7418.49,2764756603,1.27337E+11,7400,154.13,0.69
7/21/18,7352.72,7437.64,7262.41,7419.29,3143680510,1.27333E+11,7400,175.23,66.57
7/20/18,7467.4,7594.67,7323.26,7354.13,4551700540,1.26203E+11,7300,271.41,-113.27
7/19/18,7378.2,7494.46,7295.46,7466.86,4707739709,1.28123E+11,7400,199,88.66
7/18/18,7315.32,7534.99,7280.47,7370.78,5256772478,1.26458E+11,7300,254.52,55.46
7/17/18,6739.65,7387.24,6684.17,7321.04,4665305840,1.25589E+11,7300,703.07,581.39
7/16/18,6357.01,6741.75,6357.01,6741.75,4410996419,1.15638E+11,6700,384.74,384.74
7/15/18,6272.7,6403.46,6256.51,6359.64,3287356879,1.09075E+11,6300,146.95,86.94
7/14/18,6247.5,6298.19,6212.22,6276.12,3009261260,1.07631E+11,6200,85.97,28.62
7/13/18,6235.03,6310.55,6192.24,6238.05,3815861354,1.06968E+11,6200,118.31,3.02
7/12/18,6396.78,6397.1,6136.42,6228.81,3981246383,1.06799E+11,6200,260.68,-167.97
7/11/18,6330.77,6444.96,6330.47,6394.71,3747229684,1.09632E+11,6300,114.49,63.94
7/10/18,6739.21,6767.74,6320.72,6329.95,5529289206,1.08511E+11,6300,447.02,-409.26
7/9/18,6775.08,6838.68,6724.34,6741.75,3529973461,1.15558E+11,6700,114.34,-33.33
7/8/18,6857.8,6885.91,6747.98,6773.88,3131026528,1.16097E+11,6700,137.93,-83.92
7/7/18,6668.71,6863.99,6579.24,6856.93,2369378762,1.17507E+11,6800,284.75,188.22
7/6/18,6638.69,6700.94,6533.55,6673.5,3912253199,1.14351E+11,6600,167.39,34.81
7/5/18,6599.71,6749.54,6546.65,6639.14,3828078410,1.13748E+11,6600,202.89,39.43
7/4/18,6550.87,6771.92,6450.46,6597.55,3490260975,1.13025E+11,6500,321.46,46.68
7/3/18,6596.66,6671.37,6447.75,6529.59,4464211068,1.11849E+11,6500,223.62,-67.07
7/2/18,6380.38,6683.86,6305.7,6614.18,3936375439,1.13289E+11,6600,378.16,233.8
7/1/18,6411.68,6432.85,6289.29,6385.82,3214311911,1.09366E+11,6300,143.56,-25.86
6/30/18,6214.22,6465.51,6214.22,6404,2645912543,1.09666E+11,6400,251.29,189.78
6/29/18,5898.13,6261.66,5835.75,6218.3,3069156853,1.06475E+11,6200,425.91,320.17
6/28/18,6153.16,6170.41,5873.05,5903.44,3278087916,1.01072E+11,5900,297.36,-249.72
6/27/18,6084.4,6180,6052.85,6157.13,3912693856,1.05404E+11,6100,127.15,72.73
6/26/18,6253.55,6290.16,6093.67,6093.67,3202163271,1.04308E+11,6000,196.49,-159.88
6/25/18,6171.97,6327.37,6119.68,6249.18,3768795200,1.06958E+11,6200,207.69,77.21
6/24/18,6164.28,6223.78,5826.41,6173.23,2990514020,1.05647E+11,6100,397.37,8.95
6/23/18,6090.1,6224.82,6071.81,6162.48,2467068562,1.05449E+11,6100,153.01,72.38
6/22/18,6737.88,6747.08,6006.6,6083.69,4728182571,1.04089E+11,6000,740.48,-654.19
6/21/18,6780.09,6810.94,6715.17,6729.74,3696120112,1.1513E+11,6700,95.77,-50.35
6/20/18,6770.76,6821.56,6611.88,6776.55,3529790002,1.15916E+11,6700,209.68,5.79
6/19/18,6742.39,6822.5,6709.92,6769.94,3521309064,1.1579E+11,6700,112.58,27.55
6/18/18,6510.07,6781.14,6446.68,6734.82,3323250945,1.15176E+11,6700,334.46,224.75
6/17/18,6545.53,6589.11,6499.27,6499.27,2382721739,1.11135E+11,6400,89.84,-46.26
6/16/18,6455.45,6592.49,6402.29,6550.16,2204904081,1.11992E+11,6500,190.2,94.71
6/15/18,6674.08,6681.08,6433.87,6456.58,4728327799,1.10379E+11,6400,247.21,-217.5
6/14/18,6342.75,6707.14,6334.46,6675.35,5827509266,1.14106E+11,6600,372.68,332.6
6/13/18,6596.88,6631.66,6285.63,6349.9,6050461637,1.08531E+11,6300,346.03,-246.98
6/12/18,6905.82,6907.96,6542.08,6582.36,6460010626,1.12492E+11,6500,365.88,-323.46
6/11/18,6799.29,6910.18,6706.63,6906.92,6838895569,1.18026E+11,6900,203.55,107.63
6/10/18,7499.55,7499.55,6709.07,6786.02,7172614294,1.15948E+11,6700,790.48,-713.53
6/9/18,7632.52,7683.58,7531.98,7531.98,4280029710,1.28682E+11,7500,151.6,-100.54
6/8/18,7685.14,7698.19,7558.4,7624.92,7184034327,1.30256E+11,7600,139.79,-60.22
6/7/18,7650.82,7741.27,7650.82,7678.24,5837903259,1.31153E+11,7600,90.45,27.42
6/6/18,7625.97,7680.43,7502.01,7653.98,5055066683,1.30725E+11,7600,178.42,28.01
6/5/18,7500.9,7643.23,7397,7633.76,5821973644,1.30366E+11,7600,246.23,132.86
6/4/18,7722.53,7753.82,7474.04,7514.47,7925996820,1.28312E+11,7500,279.78,-208.06
6/3/18,7632.09,7754.89,7613.04,7720.25,4477651688,1.31808E+11,7700,141.85,88.16
6/2/18,7536.72,7695.83,7497.26,7643.45,4151723265,1.30482E+11,7600,198.57,106.73
6/1/18,7500.7,7604.73,7407.34,7541.45,6206627425,1.28726E+11,7500,197.39,40.75
5/31/18,7406.15,7608.9,7361.13,7494.17,7435591700,1.27903E+11,7400,247.77,88.02
5/30/18,7469.73,7573.77,7313.6,7406.52,7348935917,1.26392E+11,7400,260.17,-63.21
5/29/18,7129.46,7526.42,7090.68,7472.59,6834181062,1.27503E+11,7400,435.74,343.13
5/28/18,7371.31,7419.05,7100.89,7135.99,7536167651,1.21747E+11,7100,318.16,-235.32
5/27/18,7362.08,7381.74,7270.96,7368.22,4137503734,1.25695E+11,7300,110.78,6.14
5/26/18,7486.48,7595.16,7349.12,7355.88,3192077186,1.25469E+11,7300,246.04,-130.6
5/25/18,7592.3,7659.14,7392.65,7480.14,4394747435,1.27574E+11,7400,266.49,-112.16
5/24/18,7561.12,7738.6,7331.14,7587.34,5257684343,1.29385E+11,7500,407.46,26.22
5/23/18,8037.08,8054.66,7507.88,7557.82,5490574414,1.28868E+11,7500,546.78,-479.26
5/22/18,8419.87,8423.25,8004.58,8041.78,4657170905,1.37104E+11,8000,418.67,-378.09
5/21/18,8522.33,8557.52,8365.12,8418.99,4767614618,1.43519E+11,8400,192.4,-103.34
5/20/18,8246.99,8562.41,8205.24,8513.25,3692211645,1.4511E+11,8500,357.17,266.26
5/19/18,8255.73,8372.06,8183.35,8247.18,3553458379,1.40559E+11,8200,188.71,-8.55
5/18/18,8091.83,8274.12,7974.82,8250.97,6173070994,1.40608E+11,8200,299.3,159.14
5/17/18,8370.05,8445.54,8054.12,8094.32,6309030686,1.37924E+11,8000,391.42,-275.73
5/16/18,8504.41,8508.43,8175.49,8368.83,6338058074,1.42587E+11,8300,332.94,-135.58
5/15/18,8705.19,8836.19,8456.45,8510.38,5705827470,1.4498E+11,8500,379.74,-194.81
5/14/18,8713.1,8881.12,8367.97,8716.79,7711103107,1.4848E+11,8700,513.15,3.69
5/13/18,8515.49,8773.55,8395.12,8723.94,3847909236,1.48588E+11,8700,378.43,208.45
5/12/18,8441.44,8664.86,8223.5,8504.89,4974204733,1.44841E+11,8500,441.36,63.45
5/11/18,9052.96,9052.96,8394.46,8441.49,8447266643,1.43744E+11,8400,658.5,-611.47
5/10/18,9325.96,9396.04,9040.52,9043.94,6876198665,1.53988E+11,9000,355.52,-282.02
5/9/18,9223.73,9374.76,9031.62,9325.18,6415001714,1.58759E+11,9300,343.14,101.45
5/8/18,9380.87,9462.75,9127.77,9234.82,6527295923,1.57202E+11,9200,334.98,-146.05
5/7/18,9645.67,9665.85,9231.53,9373.01,6739584541,1.59538E+11,9300,434.32,-272.66
5/6/18,9845.31,9940.14,9465.25,9654.8,5507894076,1.64317E+11,9600,474.89,-190.51
5/5/18,9700.28,9964.5,9695.12,9858.15,5748961684,1.6776E+11,9800,269.38,157.87
5/4/18,9695.5,9779.2,9585.96,9700.76,7837824038,1.65063E+11,9700,193.24,5.26
5/3/18,9233.97,9798.33,9188.15,9743.86,6933584100,1.65778E+11,9700,610.18,509.89
5/2/18,9104.6,9256.52,9015.14,9235.92,5881530806,1.5712E+11,9200,241.38,131.32
5/1/18,9251.47,9255.88,8891.05,9119.01,5417296649,1.55114E+11,9100,364.83,-132.46
4/30/18,9426.11,9477.14,9166.81,9240.55,7252192107,1.57164E+11,9200,310.33,-185.56
4/29/18,9346.41,9531.49,9193.71,9419.08,7106274885,1.60182E+11,9400,337.78,72.67
4/28/18,8939.27,9412.09,8931.99,9348.48,7514890721,1.58963E+11,9300,480.1,409.21
4/27/18,9290.63,9375.47,8987.05,8987.05,6747290173,1.52803E+11,8900,388.42,-303.58
4/26/18,8867.32,9281.51,8727.09,9281.51,6498903626,1.57793E+11,9200,554.42,414.19
4/25/18,9701.03,9745.32,8799.84,8845.74,9533897983,1.50369E+11,8800,945.48,-855.29
4/24/18,8934.34,9732.61,8927.83,9697.5,8548462178,1.64833E+11,9600,804.78,763.16
4/23/18,8794.39,8958.55,8788.81,8930.88,6473371464,1.51785E+11,8900,169.74,136.49
4/22/18,8925.06,9001.64,8779.61,8802.46,4959900179,1.49586E+11,8800,222.03,-122.6
4/21/18,8848.79,8997.57,8652.15,8895.58,5336340581,1.5115E+11,8800,345.42,46.79
4/20/18,8286.88,8880.23,8244.54,8845.83,8452039164,1.50287E+11,8800,635.69,558.95
4/19/18,8159.27,8298.69,8138.78,8294.31,7905684325,1.40903E+11,8200,159.91,135.04
4/18/18,7944.43,8197.8,7886.01,8163.42,6834032666,1.38661E+11,8100,311.79,218.99
4/17/18,8071.66,8285.96,7881.72,7902.09,6947501939,1.34207E+11,7900,404.24,-169.57
4/16/18,8337.57,8371.15,7925.73,8058.67,8443965651,1.36849E+11,8000,445.42,-278.9
4/15/18,7999.33,8338.42,7999.33,8329.11,4083994982,1.41427E+11,8300,339.09,329.78
4/14/18,7874.67,8140.71,7846,7986.24,3465356443,1.35589E+11,7900,294.71,111.57
4/13/18,7901.09,8183.96,7758.93,7895.96,6542683258,1.34043E+11,7800,425.03,-5.13
4/12/18,6955.38,7899.23,6806.51,7889.25,5921845506,1.33913E+11,7800,1092.72,933.87
4/11/18,6843.47,6968.32,6817.59,6968.32,4702472016,1.18267E+11,6900,150.73,124.85
4/10/18,6795.44,6872.41,6704.15,6834.76,4659018325,1.15978E+11,6800,168.26,39.32
4/9/18,7044.32,7178.11,6661.99,6770.73,5215601800,1.14886E+11,6700,516.12,-273.59
4/8/18,6919.98,7111.56,6919.98,7023.52,3004166412,1.19163E+11,7000,191.58,103.54
4/7/18,6630.51,7050.54,6630.51,6911.09,3342811092,1.17241E+11,6900,420.03,280.58
4/6/18,6815.96,6857.49,6575,6636.32,4827412756,1.12565E+11,6600,282.49,-179.64
4/5/18,6848.65,6933.82,6644.8,6811.47,4414602331,1.15524E+11,6800,289.02,-37.18
4/4/18,7456.41,7469.88,6803.88,6853.84,5007761970,1.1623E+11,6800,666,-602.57
4/3/18,7102.26,7530.94,7072.49,7456.11,6956277298,1.26429E+11,7400,458.45,353.85
4/2/18,6844.86,7135.47,6816.58,7083.8,5878174748,1.20102E+11,7000,318.89,238.94
4/1/18,7003.06,7060.95,6526.87,6844.23,3681134051,1.16027E+11,6800,534.08,-158.83
3/31/18,6892.48,7207.85,6863.52,6973.53,3370052456,1.18205E+11,6900,344.33,81.05
